author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/302833860/;Москва;sale;flat;4;9;2;39.7;12200000;Коптево;3-й Новомихалковский проезд;17;Коптево;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303984001/;Москва;sale;flat;5;14;2;40.0;12200000;;бульвар Веласкеса;6;Филатов Луг;Испанские кварталы
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/303680022/;Москва;sale;flat;4;12;1;36.0;12300000;Коптево;3-й Михалковский переулок;20К2;Коптево;
Новое Летово;developer;https://www.cian.ru/sale/flat/296321135/;Москва;sale;flat;4;8;1;43.9;12300780;;;;Филатов Луг;Новое Летово ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303417662/;Москва;sale;flat;9;17;1;33.5;12450000;; Малое Понизовье;2;Филатов Луг;Саларьево парк
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/303640855/;Москва;sale;flat;11;12;2;50.5;12450000;Солнцево;Солнцевский проспект;9;Солнцево;
PRO ОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/302905173/;Москва;sale;flat;3;9;2;47.0;12400000;Орехово-Борисово Южное;Домодедовская ;44;Домодедовская;
Ла Терра;real_estate_agent;https://www.cian.ru/sale/flat/304086470/;Москва;sale;flat;4;15;2;51.2;12490000;; Василия Ощепкова;6;Коммунарка;Москвичка
ID 111759195;developer;https://www.cian.ru/sale/flat/299654762/;Москва;sale;flat;8;30;1;37.6;12434620;Рязанский;Рязанский проспект;;Окская;balance
Владис;real_estate_agent;https://www.cian.ru/sale/flat/303226185/;Москва;sale;flat;3;5;2;42.7;12600000;Богородское;бульвар Маршала Рокоссовского;25;Бульвар Рокоссовского;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303741255/;Москва;sale;flat;10;14;2;61.0;12500000;; Усадебный Парк;7;Толстопальцево;Середневский лес
METRAGE;real_estate_agent;https://www.cian.ru/sale/flat/299137067/;Москва;sale;flat;9;18;2;49.5;12500000;;;1.3;Коммунарка;Дзен-кварталы ЖК
Анжела Чарыева;realtor;https://www.cian.ru/sale/flat/303913889/;Москва;sale;flat;15;19;2;50.0;12500000;;;40к1;Ольховая;Санрайс
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/303657537/;Москва;sale;flat;6;16;1;37.7;12500000;Чертаново Южное;Варшавское шоссе;154К2;Аннино;
Авеню-Мск;real_estate_agent;https://www.cian.ru/sale/flat/298729230/;Москва;sale;flat;6;23;1;38.0;12500000;Крылатское;Рублевское шоссе;44К1;Крылатское;
Бюро Эстейт Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302309874/;Москва;sale;flat;2;21;2;48.0;12500000;Нижегородский;Автомобильный проезд;4;Калитники;N’ice Loft
Ключи;real_estate_agent;https://www.cian.ru/sale/flat/301653925/;Москва;sale;flat;9;16;1;35.1;12500000;Коньково; Генерала Антонова;5К5;Беляево;
Комета Эстейт;real_estate_agent;https://www.cian.ru/sale/flat/303627639/;Москва;sale;flat;2;12;2;53.0;12500000;Косино-Ухтомский; Рудневка;14;Лухмановская;
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/sale/flat/299549348/;Москва;sale;flat;10;24;1;40.8;12600000;Нижегородский; Нижняя Хохловка;8;Нижегородская;
Авеню-Мск;real_estate_agent;https://www.cian.ru/sale/flat/303629616/;Москва;sale;flat;1;21;1;36.0;12600000;Коньково; Бутлерова;7Б;Калужская;Букинист
ЮВЕГА-Сити;real_estate_agent;https://www.cian.ru/sale/flat/301011380/;Москва;sale;flat;7;12;1;34.5;12500000;Щукино; Народного Ополчения;44К2;Октябрьское поле;
ID 14016838;homeowner;https://www.cian.ru/sale/flat/302346725/;Москва;sale;flat;2;24;2;41.5;12550000;Покровское-Стрешнево;Волоколамское шоссе;;Тушинская;Апартаментный комплекс Level Стрешнево
Plus Development;developer;https://www.cian.ru/sale/flat/298554461/;Москва;sale;flat;11;23;2;57.7;12560430;;;;Филатов Луг;Детали ЖК
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/303486937/;Москва;sale;flat;3;5;2;44.0;12650000;Метрогородок;Открытое шоссе;24К41;Бульвар Рокоссовского;
Бюро Эстейт Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302309924/;Москва;sale;flat;3;21;2;48.0;12700000;Нижегородский;Автомобильный проезд;4;Калитники;N’ice Loft
ВЫБОР;developer;https://www.cian.ru/sale/flat/300605926/;Москва;sale;flat;3;19;2;58.9;12734180;;;;;Академик
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/303486434/;Москва;sale;flat;2;5;2;43.6;12800000;Преображенское;Просторная ;10К2;Преображенская площадь;
ОЛ ИНКЛЮЗИВ;real_estate_agent;https://www.cian.ru/sale/flat/303857026/;Москва;sale;flat;5;25;2;45.7;12800000;Покровское-Стрешнево;Волоколамское шоссе;81/2с3;Трикотажная;Апартаментный комплекс Level Стрешнево
ЛэндЛ;real_estate_agent;https://www.cian.ru/sale/flat/302263383/;Москва;sale;flat;14;45;1;41.3;12800000;Нижегородский;Перовское шоссе;;Нижегородская;Level Нижегородская
Владис;real_estate_agent;https://www.cian.ru/sale/flat/298037828/;Москва;sale;flat;42;69;1;33.7;12900000;Печатники;;1;Кожуховская;Левел Южнопортовая ЖК
Самолет Плюс Москва ЦАО;real_estate_agent;https://www.cian.ru/sale/flat/303876018/;Москва;sale;flat;2;5;2;44.0;12950000;Фили-Давыдково;Большая Филевская ;45К1;Филёвский парк;
РЕФЕРАЛ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300751321/;Москва;sale;flat;2;14;2;50.4;12900000;Новокосино;Салтыковская ;29К1;Новокосино;
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/299278062/;Москва;sale;flat;9;14;2;51.3;12999990;Косино-Ухтомский; Дмитриевского;9;Лухмановская;
Бюро Эстейт Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302310118/;Москва;sale;flat;4;21;2;48.0;12900000;Нижегородский;Автомобильный проезд;4;Калитники;N’ice Loft
Спартак;developer;https://www.cian.ru/sale/flat/297413638/;Москва;sale;flat;11;14;1;47.5;12907256;Ясенево;Новоясеневский проспект;3В;Тёплый Стан;Комплекс апартаментов LES
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/303484875/;Москва;sale;flat;1;25;2;62.9;13710000;; Никитина;11к8;Рассказовка;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303225031/;Москва;sale;flat;15;16;1;36.1;13000000;Кунцево; Маршала Тимошенко;46;Крылатское;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/303625789/;Москва;sale;flat;1;4;2;55.4;13000000;Коптево;3-й Новомихалковский проезд;16;Коптево;
Елена Некрасова;realtor;https://www.cian.ru/sale/flat/304235380/;Москва;sale;flat;9;12;2;50.0;13000000;Бирюлево Восточное;Михневская ;13к1;Царицыно;
Chase R.E.S.;real_estate_agent;https://www.cian.ru/sale/flat/297303424/;Москва;sale;flat;14;27;1;27.6;13000001;Лефортово; Золоторожский Вал;11;Авиамоторная;Символ
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/303486149/;Москва;sale;flat;1;9;2;44.6;13000000;Раменки;Винницкая ;5;Раменки;
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/300062514/;Москва;sale;flat;6;24;2;53.0;13000000;Черемушки;Нахимовский проспект;31к3;Профсоюзная;Апарт-комплекс Нахимов
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/sale/flat/299892344/;Москва;sale;flat;17;17;2;50.5;13000000;; Никитина;12;Рассказовка;Город-парк Первый Московский
ID 100738980;realtor;https://www.cian.ru/sale/flat/304019718/;Москва;sale;flat;1;12;2;46.2;13000000;Отрадное; Декабристов;21;Отрадное;
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/304126146/;Москва;sale;flat;1;9;2;44.7;13200000;Очаково-Матвеевское;Веерная ;3К2;Матвеевская;
Анна Озерецковская;realtor;https://www.cian.ru/sale/flat/302819172/;Москва;sale;flat;9;9;2;45.0;13200000;Вешняки; Красный Казанец;1К2;Вешняки;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303141772/;Москва;sale;flat;17;20;1;40.0;13250000;; Анны Ахматовой;22;Рассказовка;Переделкино Ближнее Город-парк
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/303486093/;Москва;sale;flat;6;22;1;38.8;13200000;Свиблово;Игарский проезд;19;Свиблово;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/301230600/;Москва;sale;flat;8;17;2;51.9;13200000;;проспект Прокшинский;12;Прокшино;Прокшино
Дарья Дмитриева;realtor;https://www.cian.ru/sale/flat/292303736/;Москва;sale;flat;6;12;2;53.5;13290000;Выхино-Жулебино;Привольная ;9К3;Лермонтовский проспект;
1-й ДСК;developer;https://www.cian.ru/sale/flat/300121829/;Москва;sale;flat;3;15;2;52.4;13152662;Молжаниновский;Ленинградское шоссе;228к6;Подрезково;1-й Ленинградский
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/301022640/;Москва;sale;flat;10;20;2;63.5;13390000;Бирюлево Восточное;6-я Радиальная ;7/1к2;Царицыно;Царицыно-2
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/302086805/;Москва;sale;flat;10;30;1;33.5;13325000;Покровское-Стрешнево;Строительный проезд;9С6;Трикотажная;Sky Garden
Новые Ватутинки;real_estate_agent;https://www.cian.ru/sale/flat/303776065/;Москва;sale;flat;4;15;2;59.8;13300000;; Гренадерская;9к3;Ольховая;Новые Ватутинки, мкр. Десна
Аквилон;developer;https://www.cian.ru/sale/flat/304054614/;Москва;sale;flat;5;23;2;57.8;13358909;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303927121/;Москва;sale;flat;2;14;1;40.0;13500000;Соколиная гора; 10-я Соколиной Горы;6к1;Соколиная гора;
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/302462295/;Москва;sale;flat;2;9;1;35.0;13500000;Таганский;Качалинская ;9;Пролетарская;
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/303485576/;Москва;sale;flat;7;14;1;38.0;13500000;Нагатинский затон;Судостроительная ;57;Нагатинский Затон;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/301594730/;Москва;sale;flat;4;5;2;42.1;13500000;Коньково;Профсоюзная ;110К4;Беляево;
METRAGE;real_estate_agent;https://www.cian.ru/sale/flat/304072543/;Москва;sale;flat;10;25;1;40.0;13500000;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303873158/;Москва;sale;flat;5;30;1;33.5;13500000;Покровское-Стрешнево;;;Трикотажная;Скай Гарден ЖК
