author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Самолет Плюс Москва ЦАО;real_estate_agent;https://www.cian.ru/sale/flat/299846090/;Москва;sale;flat;6;14;2;48.7;13000000;Очаково-Матвеевское;Озерная ;19К1;Очаково;
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/302240360/;Москва;sale;flat;6;34;1;29.0;13135000;Войковский; Адмирала Макарова;6Бк2;Водный стадион;Невский
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/300062514/;Москва;sale;flat;6;24;2;53.0;13000000;Черемушки;Нахимовский проспект;31к3;Профсоюзная;Апарт-комплекс Нахимов
WHITE BROKER;real_estate_agent;https://www.cian.ru/sale/flat/303314767/;Москва;sale;flat;3;9;2;44.3;13000000;Тимирязевский;Дмитровское шоссе;35К1;Петровско-Разумовская;
Станислава Яткевич;realtor;https://www.cian.ru/sale/flat/304306521/;Москва;sale;flat;16;17;1;40.0;13000000;Лефортово;шоссе Энтузиастов;11АК1;Авиамоторная;
СТРОЙИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/300542057/;Москва;sale;flat;2;19;2;51.1;13000000;Некрасовка;Покровская ;14;Некрасовка;Некрасовка
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/297540975/;Москва;sale;flat;5;21;1;30.0;13090000;Хорошево-Мневники;3-я Хорошевская ;19с3;Зорге;Вереск
SPENСER ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/301825365/;Москва;sale;flat;13;14;1;38.6;13100000;Южнопортовый;Шарикоподшипниковская ;28;Дубровка;
Chase R.E.S.;real_estate_agent;https://www.cian.ru/sale/flat/297303424/;Москва;sale;flat;14;27;1;27.6;13000001;Лефортово; Золоторожский Вал;11;Авиамоторная;Символ
ID 100738980;realtor;https://www.cian.ru/sale/flat/304019718/;Москва;sale;flat;1;12;2;46.2;13000000;Отрадное; Декабристов;21;Отрадное;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303321990/;Москва;sale;flat;16;22;1;37.8;13200000;Западное Дегунино;Дегунинская ;9к1;Моссельмаш;Любовь и Голуби
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303351420/;Москва;sale;flat;22;35;1;36.2;13250000;Очаково-Матвеевское;к1.1;к1.1;Очаково;Новое Очаково ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/298277208/;Москва;sale;flat;25;25;2;45.0;13200000;Крюково;проспект Георгиевский;27к2;Зеленоград — Крюково;Зелёный парк
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303954929/;Москва;sale;flat;9;17;2;54.0;13200000;Северное Бутово; Знаменские Садки;1К2;Бульвар Дмитрия Донского;
Дарья Дмитриева;realtor;https://www.cian.ru/sale/flat/292303736/;Москва;sale;flat;6;12;2;53.5;13290000;Выхино-Жулебино;Привольная ;9К3;Лермонтовский проспект;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/301230600/;Москва;sale;flat;8;17;2;51.9;13200000;;проспект Прокшинский;12;Прокшино;Прокшино
Дмитрий Орлеанский;realtor;https://www.cian.ru/sale/flat/298748964/;Москва;sale;flat;7;18;2;52.0;13150000;Южное Бутово;Бартеневская ;18к2;Бунинская аллея;Южные сады
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/301022640/;Москва;sale;flat;10;20;2;63.5;13390000;Бирюлево Восточное;6-я Радиальная ;7/1к2;Царицыно;Царицыно-2
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/303485576/;Москва;sale;flat;7;14;1;38.0;13300000;Нагатинский затон;Судостроительная ;57;Нагатинский Затон;
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/304121118/;Москва;sale;flat;4;12;2;38.7;13300000;Гольяново;Уральская ;1;Щёлковская;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/302086805/;Москва;sale;flat;10;30;1;33.5;13325000;Покровское-Стрешнево;Строительный проезд;9С6;Трикотажная;Sky Garden
ИП Самарская М.И.;real_estate_agent;https://www.cian.ru/sale/flat/297171976/;Москва;sale;flat;9;9;2;44.8;13300000;Кузьминки; Федора Полетаева;36;Рязанский проспект;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304398401/;Москва;sale;flat;12;16;2;56.8;13300000;; Липовый Парк;5к1;Коммунарка;
Дмитрий Симаков;realtor;https://www.cian.ru/sale/flat/304675125/;Москва;sale;flat;9;12;1;43.3;13300000;Косино-Ухтомский;Салтыковская ;6/2к4;Улица Дмитриевского;мой адрес На Салтыковской
Аквилон;developer;https://www.cian.ru/sale/flat/304054614/;Москва;sale;flat;5;23;2;57.8;13358909;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
СТОЛИЦА Департамент недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/303218995/;Москва;sale;flat;9;17;2;50.2;13500000;Митино;переулок Ангелов;6;Пятницкое шоссе;
METRAGE;real_estate_agent;https://www.cian.ru/sale/flat/304072543/;Москва;sale;flat;10;25;1;40.0;13500000;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;
Самолет Плюс Москва ЦАО;real_estate_agent;https://www.cian.ru/sale/flat/302027713/;Москва;sale;flat;11;14;1;35.3;13500000;Щукино; Маршала Бирюзова;40;Щукинская;
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/304500346/;Москва;sale;flat;7;9;2;42.4;13500000;Ясенево;Литовский бульвар;3К2;Ясенево;
One Life;real_estate_agent;https://www.cian.ru/sale/flat/300742374/;Москва;sale;flat;2;18;2;59.0;13500000;Останкинский;Березовая аллея;19к1;Ботанический сад;Апарт-комплекс Легендарный квартал
Анна Озерецковская;realtor;https://www.cian.ru/sale/flat/304672572/;Москва;sale;flat;9;9;1;36.0;13490000;Кунцево;Молдавская ;8;Кунцевская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304369915/;Москва;sale;flat;3;5;1;53.0;13500000;Можайский;Гвардейская ;17К2;Рабочий посёлок;
БЕЛЫЙ КВАДРАТ - Московский Центр Недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/303278385/;Москва;sale;flat;3;14;1;43.7;13400000;Царицыно; Бехтерева;3А;Кантемировская;
PRO ОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/304294774/;Москва;sale;flat;2;14;2;35.6;13500000;Можайский;Верейская ;41С96;Давыдково;Верейская 41
Монолит Столица;real_estate_agent;https://www.cian.ru/sale/flat/294163998/;Москва;sale;flat;12;14;1;38.8;13490000;Южнопортовый;Шарикоподшипниковская ;18;Дубровка;
Эксклюзив Хоум;real_estate_agent;https://www.cian.ru/sale/flat/304331198/;Москва;sale;flat;5;5;2;45.0;13500000;Западное Дегунино;Коровинское шоссе;31А;Грачёвская;
Владимир Шмелев;realtor;https://www.cian.ru/sale/flat/304499627/;Москва;sale;flat;4;14;1;35.8;13500000;Очаково-Матвеевское;Нежинская ;16;Давыдково;
One Life;real_estate_agent;https://www.cian.ru/sale/flat/300966811/;Москва;sale;flat;2;18;2;57.5;13600000;Останкинский;Березовая аллея;19к1;Ботанический сад;Апарт-комплекс Легендарный квартал
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/302958070/;Москва;sale;flat;1;11;2;43.3;13600000;;бульвар Андрея Тарковского;7;Рассказовка;Рассказово
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/291881738/;Москва;sale;flat;14;17;2;54.1;13600000;Южное Бутово; Кадырова;4;Бунинская аллея;
Аквилон;developer;https://www.cian.ru/sale/flat/304053473/;Москва;sale;flat;4;23;2;49.2;13580233;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/273859563/;Москва;sale;flat;2;10;2;37.0;13700000;Ростокино;проспект Мира;188Бк2;Ростокино;Триколор
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/303483710/;Москва;sale;flat;9;22;2;52.0;13700000;; Картмазовские Пруды;2к1;Филатов Луг;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/303607614/;Москва;sale;flat;17;22;1;34.6;13900000;Дмитровский;Дмитровское шоссе;107Ак5;Яхромская;Город
Enkelman Development;real_estate_agent;https://www.cian.ru/sale/flat/302784596/;Москва;sale;flat;1;8;2;42.5;13900000;Сокол; Зорге;36;Панфиловская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304089067/;Москва;sale;flat;12;16;2;53.0;13800000;Чертаново Центральное;Чертановская ;32К1;Пражская;
Суламит-НГС;real_estate_agent;https://www.cian.ru/sale/flat/304638976/;Москва;sale;flat;2;12;2;40.9;13900000;Останкинский; Цандера;7;Улица Академика Королёва;
Анна Озерецковская;realtor;https://www.cian.ru/sale/flat/304094526/;Москва;sale;flat;3;9;2;35.0;13800000;Свиблово; Амундсена;8;Свиблово;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/295815762/;Москва;sale;flat;28;44;1;37.9;13800000;Покровское-Стрешнево;Строительный проезд;9С6;Трикотажная;Sky Garden
ID 181929;homeowner;https://www.cian.ru/sale/flat/299689814/;Москва;sale;flat;8;9;2;80.0;13850000;; Семена Гордого;10;Крёкшино;
ID 59418130;homeowner;https://www.cian.ru/sale/flat/301491564/;Москва;sale;flat;14;14;2;49.2;13900000;Царицыно;Севанская ;9К2;Царицыно;
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/299894007/;Москва;sale;flat;5;5;2;44.0;14000000;Беговой; Нижняя;11;Белорусская;
Маленков недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302081161/;Москва;sale;flat;8;14;2;38.8;14000000;Очаково-Матвеевское;Озерная ;29К1;Озёрная;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/304387877/;Москва;sale;flat;4;5;2;43.7;14000000;Перово;Зеленый проспект;35К1;Перово;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303580116/;Москва;sale;flat;3;18;2;53.3;13990000;Останкинский;Березовая аллея;19к3;Ботанический сад;Апарт-комплекс Легендарный квартал
АБ Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/298841043/;Москва;sale;flat;11;17;2;46.6;14000000;;бульвар Скандинавский;19;Потапово;Скандинавия
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/301507613/;Москва;sale;flat;33;33;2;52.9;14050000;Западное Дегунино;Ижорская ;6к6;Ховрино;Бусиновский парк
ID 98797681;homeowner;https://www.cian.ru/sale/flat/304416790/;Москва;sale;flat;5;5;2;46.0;14000000;Тимирязевский; Костякова;11;Дмитровская;
Людмила Расселл;realtor;https://www.cian.ru/sale/flat/304107683/;Москва;sale;flat;1;17;2;74.0;13990000;;;19;Рассказовка;
ID 119122378;homeowner;https://www.cian.ru/sale/flat/304691299/;Москва;sale;flat;5;12;2;51.2;14000000;; Лобановский Лес;11;Филатов Луг;
MR Group;developer;https://www.cian.ru/sale/flat/303135248/;Москва;sale;flat;3;48;1;32.0;14014178;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304605627/;Москва;sale;flat;2;12;1;38.9;14100000;Кунцево; Ивана Франко;32К1;Рабочий посёлок;
Ключъ;real_estate_agent;https://www.cian.ru/sale/flat/303833969/;Москва;sale;flat;14;17;2;50.7;14100000;Северное Бутово;Коктебельская ;4К4;Бульвар Дмитрия Донского;
Анастасия Абрамова;realtor;https://www.cian.ru/sale/flat/302843972/;Москва;sale;flat;23;33;1;32.3;14200000;Нижегородский;Новохохловская ;15к2;Новохохловская;Новохохловская 15
Новое Летово;developer;https://www.cian.ru/sale/flat/296320472/;Москва;sale;flat;2;7;2;58.8;14147280;;;к1;Филатов Луг;Новое Летово ЖК
Владис;real_estate_agent;https://www.cian.ru/sale/flat/301026098/;Москва;sale;flat;1;5;2;58.5;14350000;Кунцево;Ярцевская ;6;Молодёжная;
Монолит Столица;real_estate_agent;https://www.cian.ru/sale/flat/298803552/;Москва;sale;flat;7;12;2;54.0;14300000;Богородское;Погонный проезд;5К2;Белокаменная;
Капитал Плюс;real_estate_agent;https://www.cian.ru/sale/flat/301613635/;Москва;sale;flat;4;5;2;44.5;14300000;Головинский;Кронштадтский бульвар;55;Коптево;
